id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import,sectors,domains,ai_capabilities,dimensions
1409,Mobile Stories,startup,https://publiceringsverktyg.mobilestories.se/,"Mobile Stories offers a production and publishing tool that educates young people in media and information literacy, and improves their skills as producers in the digital media landscape. Mobile Stories also educate youth, teachers and librarians through online courses in media and information literacy.",NACKA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4719/MOBILESTORIES_genomskinlig.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5590225479,Mobile Stories AB,,TERRASSVÄGEN 9,131 41,NACKA,0182,Nacka,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2015-09-08,2015-08-18,94990,Verksamhet i andra intresseorganisationer,,,2024,1,1 - 499 tkr,,lotta@mobilestories.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Information Technology, Education, Media","Child Protection, Research & Development, Sustainability / Ethics / CSR, Marketing & Communications, Production, Innovation",,"Usecases & Inspiration, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy"
1413,Inovia ai,corporation,https://inoviagroup.se/,Conversational AI and speech recognition specialized in Nordic languages,GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4743/304443.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,5595179630,Inovia AI Sweden AB,,LENNART TORSTENSSONSGATAN 8,412 56,GÖTEBORG,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2025-08-11,2025-02-10,62010,Dataprogrammering,,,,0,,,,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,Healthcare & Life Sciences,,,
1417,Statistikkonsulterna,supplier,http://www.statistikkonsulterna.se,"Statistikkonsulterna provides statistical and mathematical consultancy services in all fields of application. Our main focus areas are life science, machine learning and advanced analytics.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4858/Logggautannamn.jpg,,,,1,my.ai.se,,65,2025-10-15 16:50:01,5565833372,Statistikkonsulterna Väst AB,WORLD TRADE CENTER GÖTEBORG,BOX 5243,402 24,GÖTEBORG,1480,Göteborg,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2000-02-19,2000-02-14,70220,Konsultverksamhet avseende företags organisation,74900,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik",2024,3,1 000 - 4 999 tkr,,info@statistikkonsulterna.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Energy, Financial, Research, Healthcare & Life Sciences",Research & Development,,Data
1422,Rossaker AB,startup,https://rossaker.com/,"Founded in 2020 by Rikard Strid, Olof Zandrén and Stefan Karlsson, the Swedish engineering company Rossaker was started with a simple idea: make machine learning easier in the industrial scenarios where stability and quality cannot be jeopardized. We develop modern software and hardware modules, so our partners and customers can easily ""select and assemble"" or ""plug and play"" and further provide innovative solutions to the market, rapidly. ROSSAKER is an engineering company focusing on advanced data-driven applications.",ASKIM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4967/rossaker-logo.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,5592886872,Rossaker AB,SIGNÄS REDOVSININGSBYRÅ AB,DATAVÄGEN 6 B,436 32,ASKIM,1384,Kungsbacka,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2021-07-12,2020-12-14,62010,Dataprogrammering,,,2024,3,1 000 - 4 999 tkr,,rikard@ktc.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,,,
1423,Jönköpings Kommun,publicsector,https://www.jonkoping.se/kommunpolitik/artificiellintelligensai.4.7866b83d17c4fa5797a3a6d.html,Artificiell intelligens etableras världen över på ett omdanande sätt och Jönköpings kommun vill dra nytta av artificiell intelligens där det är möjligt. Arbetet med artificiell intelligens är en del i Jönköpings kommuns digitaliseringsarbete utifrån Vision 2030. I kommunens AI-inriktning anger vi mål och principer för de närmaste årens arbete.,JÖNKÖPING,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4963/logo-jonkopings-kommun.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,,,,,55189,JÖNKÖPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipality,,,
1426,Pensionsmyndigheten,publicsector,https://www.pensionsmyndigheten.se/,Swedish Pension Agency,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4993/PM-LOGO.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,,,,,10064,STOCKHOLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,"Operations, Innovation",,"Ecosystem & Partners, Vision & Strategy"
1428,TwoAct,startup,https://www.twoact.org/,Företag som utvecklat digitala hjälpmedel med syfte att stärka individers egna förmågor. Våra tjänster är utvärderade inom företagshälsovården med väldigt bra resultat. https://www.youtube.com/watch?v=PKd0IzTSeWI Ni tar vi nästa steg och adderar AI för att göra våra tjänster med individanpassade. Just nu riktar vi oss till kommuner för att stärka barns mående och skolgång.,VARBERG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5022/god_halsa_staende.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5569660268,Twoact AB,JONAS SVENSSON,RULLSTENSBACKEN 18 D,432 38,VARBERG,1383,Varberg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2014-11-25,2014-03-25,62010,Dataprogrammering,,,2024,1,1 - 499 tkr,0702632447,jonas@twoact.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Civil Society,Child Protection,,Competence & Expertise
1434,SAYP,corporation,sayp.se,SAYP är specialister på mjukvarulösningar för processhantering och erbjuder SaaS-lösningar som effektiviserar operationellt kritiska processer. Företaget hjälper kunder från olika branscher att hantera komplexa arbetsflöden genom skräddarsydda system som möter organisationers funktionella och affärskritiska behov. SAYP utvecklar verktyg och metoder som skapar maximalt affärsvärde samtidigt som de säkerställer framgångsrik digital transformation.,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5170/sayp.png,,,,1,my.ai.se,,40,2025-11-12 08:59:46,5593375370,SAYP Group AB,,RIDDARGATAN 35,114 57,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2022-11-28,2021-10-04,70100,Verksamheter som utövas av huvudkontor,,,2024,4,5 000 - 9 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,IT & Software,,
1437,B3 Cloud,supplier,https://www.b3.se/,"Om B3 B3 Consulting Group är ett expansivt konsultföretag inom IT och management. Vi hjälper företag och organisationer att skapa morgondagens möjligheter med hjälp av digital transformation och verksamhetsutveckling. Hos B3 möter du konsulter med spetskompetens, driv och förmåga att leda större förändringsprojekt. Den starka företagskulturen präglas av kundfokus, entreprenörskap, lärande och konsulternas ständiga utveckling. Idag är vi ca 790 medarbetare och omsättningen 2021 uppgick till 921,9 MSEK. Vi finns på 11 orter i Sverige och i Polen. B3 är strategisk partner till flera av Sveriges större företag och organisationer. Tillsammans utforskar vi digitaliseringens möjligheter både inom innovation och effektivisering. Vi levererar hela projekt- och funktionsåtaganden med team av erfarna specialister, eller tar olika specialistroller i uppdragsgivarens organisation.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5233/b3-cloud-logo.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5591256440,B3 Cloud Services AB,,BOX 8,101 20,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2017-11-14,2017-09-26,62010,Dataprogrammering,,,2024,6,20 000 - 49 999 tkr,,info@b3.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,IT & Software,,Competence & Expertise
1439,PackFixed,startup,https://www.packfixed.com,Revolutionising how businesses buy and sell primary product packaging.,ÄLVSJÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5323/packfixed-.jpg,,,,1,my.ai.se,,65,2025-10-15 16:50:01,5594094525,PackFixed AB,,HÖGSJÖVÄGEN 3,125 40,ÄLVSJÖ,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2023-01-23,2022-12-12,47919,Postorderhandel och detaljhandel på Internet med övriga varor,82920,Förpackningsverksamhet,2023,1,1 - 499 tkr,,fernanda@packfixed.com,9,Är avregistrerad som arbetsgivare,1,Är registrerad för moms,N,Retail,Sales,,
1441,Cloudberry Communications AB,supplier,https://cloudberry.se,"Public relations and dialogue on city development, urban planning, and innovative technology.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5219/cloudberry_appletouch2x.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,5565952495,CLOUDBERRY COMMUNICATIONS AB,,BOX 11228,100 61,STOCKHOLM,0180,Stockholm,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2001-01-20,2000-08-22,73111,Reklambyråverksamhet,,,2024,6,20 000 - 49 999 tkr,0703058599,eva@cloudberry.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,"Management & Leadership, Marketing & Communications",,"Usecases & Inspiration, Culture & Mindset"
1446,Polismyndigheten,publicsector,https://polisen.se,"Målet för rättsväsendet är att säkerställa den enskildes rättssäkerhet och rättstrygghet. Polismyndigheten ska tillsammans med övriga myndigheter inom och utom rättsväsendet genom sina insatser bidra till målet för kriminalpolitiken – att minska brottsligheten och öka människors trygghet. Polismyndigheten är en enrådsmyndighet, och leds av en chef som inför regeringen ensam bär ansvaret för myndighetens verksamhet. Det är regeringen som utser rikspolischefen.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5257/polisen_logo.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,,,,,10226,STOCKHOLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,"IT & Software, Legal & Compliance",,
1452,AI Medical Technology,corporation,https://aimedtech.org,"We are dedicated to developing AI powered diagnostic solutions that enable frontline healthcare practitioners to make easier, faster and more reliable diagnoses for their patients. Our first product, Dermalyser, is undergoing clinical validation as a decision support tool for the diagnosis of all skin cancers. AI Medical Technology is a company operating in the interdisciplinary fields of data science, software development, and medicine. Founded by a diverse team of driven, passionate tech entrepreneurs, software developers and clinicians, we are dedicated to developing AI powered diagnostic solutions that enable frontline healthcare practitioners to make easier, faster, more cost effective and more reliable diagnoses for their patients. Having raised initial funding in 2021 we are now focussed on bringing our first solution, Dermalyser, through clinical trials and into market.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5389/AMT-logo-380x200-colour-new.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,5592963416,AI Medical Technology AIM AB,VILLA BELLONA,UNIVERSITETSVÄGEN 8,114 18,STOCKHOLM,0180,Stockholm,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2021-02-01,2021-01-18,72110,Bioteknisk forskning och utveckling,,,2024,0,< 1 tkr,,christoffer@aimedtech.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Healthcare & Life Sciences,,,
1458,Datatera AB,startup,https://www.datatera.se,Datatera är en dataanalysplattform designad för att förbättra vårdresultat genom analys av patientsentiment. Plattformen analyserar patientkommunikation för att förbättra responsivitet och effektivitet i läkar-patientrelationen med realtidsinsikter. Datatera ger vårdgivare möjlighet att serva fler patienter i en miljö där patienter känner sig mer engagerade under vårdprocessen.,HÄSSELBY,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5524/1639513489044.jpeg,,,,1,my.ai.se,,55,2025-11-12 08:59:46,5594183039,Datatera AB,TUGCE ÖZDEGER,FYRSPANNSGATAN 172,165 62,HÄSSELBY,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2023-02-06,2023-01-23,63110,"Databehandling, hosting o.d.",,,,0,,,tugceozdeger@gmail.com,0,Har aldrig varit registrerad som arbetsgivare,0,Har aldrig varit registrerad för moms,N,Healthcare & Life Sciences,"Research & Development, Innovation",,"Technology, Data"
1461,Runway,startup,https://runwayml.com,"At Runway, we believe everyone has a story to tell. Our mission is to make content creation accessible to all. We are taking recent advancements in computer graphics and machine learning to push the boundaries of creativity and in turn, lower the barriers of content creation; unfastening a new wave of storytelling. Over the last four years, we’ve raised funding from top-tier investors including Felicis, Coatue, Amplify, Lux, and Compound all with a team small enough to fit at one (growing) table. Our team consists of creative, open minded, and caring individuals from all walks of life.",BROMMA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5575/Runway.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,5565793279,RUNWAY AB,,OREVÄGEN 9,167 71,BROMMA,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2000-01-15,2000-01-15,70220,Konsultverksamhet avseende företags organisation,,,2024,1,1 - 499 tkr,,malin@runwaymedia.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Information Technology, Media",,,
1464,Innovation Skåne,publicsector,https://innovationskane.com,"Host organization for AI Sweden's South Node. Innovative power from Skåne creates sustainable change in the world. Along with private and public partners, Innovation Skåne guides and develops opportunities for innovation and growth that benefit both Skåne and the rest of the world. We focus on three areas where Skåne has particular strengths and abilities to meet global needs: health, foodtech, and mobility. By promoting innovation in Skåne, we not only contribute to the region’s development, but also create local innovations that can be shared with the rest of the world. Furthermore, as global and regional challenges often have similar needs, by supporting local innovations as they grow and expand globally, we can also benefit from these innovations at home, in Skåne.",LUND,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5617/InnovationSkane_CMYK.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,,,MEDICON VILLAGE,,22381,LUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Food & Farming, Transportation & Logistics, Region",,,
1473,Growhouse AB,supplier,https://growhouse.co/,"Researching AI use cases for e-com brands. Currently implementing ai workflows in design, customer data and coms for brands like Peak Performance, Winn Hotel Group, Agria, Chimi Eyewear. Holding courses in ai for both public and private sector like Berghs School of Communication, Region Skåne and selected departments within our clients organisations.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5781/gh.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5592329592,Growhouse AB,,KIVRA: 559232-9592,106 31,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2020-01-20,2019-12-23,62010,Dataprogrammering,,,2024,4,5 000 - 9 999 tkr,,lucas@growhouse.co,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Media,Marketing & Communications,,Usecases & Inspiration
1480,Scale,corporation,https://scale.com,Our mission is to accelerate the development of AI applications,HÄSSLEHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5970/Screenshot-2023-04-21-at-13.37.49.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,5593601452,We Scale AB,MATEUSZ MISZTALSKI,LIMKOKAREGATAN 5 B,281 50,HÄSSLEHOLM,1293,Hässleholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2025-08-04,2022-01-17,47912,Postorderhandel och detaljhandel på Internet med beklädnadsvaror,70220,Konsultverksamhet avseende företags organisation,2024,0,< 1 tkr,,mateusz@upscalemarketing.io,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,,,,"Usecases & Inspiration, Execution, Culture & Mindset, Organization, Vision & Strategy"
1492,Mölnlycke Health Care,corporation,http://www.molnlycke.se,"Mölnlycke Health Care is a global medical solutions company that provides innovative products and solutions for wound care, surgical solutions, and infection prevention. The company was founded in 1849 in Sweden and has since expanded to have a presence in over 100 countries worldwide. Mölnlycke Health Care is known for its advanced wound care dressings, surgical drapes and gowns, and other medical devices and solutions that improve patient outcomes and quality of care.",UTLANDET,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6218/MHC-logo-square.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5020935325,MÖLNLYCKE HEALTH CARE LIMITED,,"UNITY HOUSE, MEDLOCK STREET OLDHAM, OL1 3HS",,UTLANDET,9999,Ej svensk hemortskommun,,,1,1,0 anställda,1,Är verksam,96,Utländska juridiska personer,2023-05-08,2023-05-08,70100,Verksamheter som utövas av huvudkontor,,,,0,,,,1,Är registrerad som vanlig arbetsgivare,0,Har aldrig varit registrerad för moms,N,Healthcare & Life Sciences,"Accounting & Finance, Purchasing & Procurement, IT & Software, Operations, Production, Sales, Innovation",,"Usecases & Inspiration, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1495,Skandia,corporation,https://www.skandia.se,Skandia är ett pensionsbolag som erbjuder tjänstepension med förebyggande hälsoförsäkring för att bygga trygg pension och hålla kunder friska på vägen dit. Med förvaltning av över 600 miljarder kronor och mer än två miljoner kunder förenklar Skandia sparandet genom rådgivning och ansvarsfulla investeringar. Företaget erbjuder också bank för bolån och sparande så kunder kan samla allt från pension till betalningar på samma ställe.,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6442/skandia-logo.png,,,,1,my.ai.se,,50,2025-11-12 08:59:46,5566503883,Skandia SÖK AB,NOKAS SECURITY AB,BOX 30177,104 25,STOCKHOLM,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2004-06-22,2003-11-04,80300,Spanings- och detektivverksamhet,,,2014,1,1 - 499 tkr,031801180,anders.magnusson@nokas.com,9,Är avregistrerad som arbetsgivare,9,Är avregistrerad för moms,N,Financial,,,
1501,Evoma AB,startup,https://evoma.se/,"Evoma AB is a tech-company that offers customized research and consultancy services, education courses, and simulation-based predictive and AI-based prescriptive analytics. They specialize in optimizing production flows, cutting waiting times in healthcare, and implementing real digital twins. Their team of highly-educated professionals specializes in software development to solve real-world problems, including various AI techniques such as reinforcement learning, and their product, Facts Analyzer, is a simulation and optimization software.",SKÖVDE,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6357/Evoma_Logo_myAI.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5569392185,Evoma AB,,KUNGSGATAN 21,541 31,SKÖVDE,1496,Skövde,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2013-10-15,2013-08-20,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,72200,Samhällsvetenskaplig och humanistisk forskning och utveckling,2024,3,1 000 - 4 999 tkr,0738347482,headoffice@evoma.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Energy, Automotive, Research, Healthcare & Life Sciences, Municipality, Food & Farming, Manufacturing, Transportation & Logistics, Education, Region","Research & Development, IT & Software, Operations, Production, Engineering, Innovation",,"Ecosystem & Partners, Competence & Expertise, Technology"
1504,Folksam,corporation,folksam.se,"Folksam är Sveriges ledande försäkringsbolag som försäkrar flest hem och 900 000 bilar i landet. Utöver försäkringar för hem, bil, liv, hund och olycksfallsskydd erbjuder Folksam sparande- och pensionsprodukter samt hälsostöd till sina kunder. Med principen ""tillsammans delar vi på riskerna"" arbetar Folksam för att göra vardagen enklare och säkrare för svenska familjer.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6387/Folksam-logotyp-artikel_tcm5-2713.png,,,,1,my.ai.se,,35,2025-11-12 08:59:46,5562670843,Folksam Service AB,,,106 60,STOCKHOLM,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,1995-01-08,1986-01-22,66290,Andra stödtjänster till försäkring och pensionsfondsverksamhet,,,2024,6,20 000 - 49 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Financial,,,
1513,Kalmar Science Park,publicsector,https://kalmarsciencepark.se/,"Kalmar Science Park is a meeting place for exceptionally driven people, smart ideas and innovative companies. This is where great thinkers, inspiring innovators and persistent experts come together. We make connections and build friendships. People learn from each other and fine-tune companies of the future. Kalmar Science Park collaborates with the regional business community and with Linnaeus University. Here, you will meet start-ups as well as established companies.Small-scale e-commerce companies and major industrial groups. International companies and local entrepreneurs, who make large-scale international investments. Taking a holistic view is our strength.We see opportunities and together we find new ways forward. This is where you reach your personal momentum by having access to expertise, catch-ups, development programs, networks and collaborations.",KALMAR,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6506/resize.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,,,,,39251,KALMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovation,,
1516,Cartina,supplier,https://www.cartina.se/,"We help our customers transform their businesses and increase their competitiveness in the increasingly digital world. As a consultancy, we guide and support throughout this transition, which does includes leveraging the field of artificial intelligence (AI). We have specialists in everything from management to tech and design who help our customers from analysis to a digitally transformed future. We have experience in developing everything from new business models to user-friendly solutions and the underlying technology that makes it possible.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6561/Frame-270989880.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5567510143,Cartina AB,,KUNGSGATAN 59  2 TRAPPOR,111 22,STOCKHOLM,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2021-11-22,2008-02-05,62020,Datakonsultverksamhet,70100,Verksamheter som utövas av huvudkontor,2024,6,20 000 - 49 999 tkr,,ekonomi@cartina.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Civil Society, Retail, Financial, Information Technology, Forestry & Wood, Telecommunications, Transportation & Logistics, Education, Region","Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Management & Leadership, Innovation",,"Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy"
1520,Telia Sverige AB,corporation,https://www.teliacompany.com/sv,"Telia är marknadsledare på den svenska telekommunikationsmarknaden med 15 000 anställda som betjänar miljontals kunder i Norden och Baltikum. Med det största nätverket i Sverige erbjuder Telia ett brett utbud av telekommunikationstjänster under varumärkena Telia, Halebop, Fello och Telia Cygate. Företaget är navet i det digitala ekosystemet och möjliggör för människor, företag och samhällen att hålla kontakten 24/7/365.",SOLNA,Sweden,,,,,,1,my.ai.se,,35,2025-11-12 08:59:46,5564300142,Telia Sverige AB,,,169 94,SOLNA,0180,Stockholm,,,81,15,5000-9999 anställda,1,Är verksam,49,Övriga aktiebolag,1996-03-04,1991-07-23,61100,Trådbunden telekommunikation,61200,Trådlös telekommunikation,2024,12,> 9 999 999 tkr,0890100,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,Legal & Compliance,,
1523,Scania Sverige,corporation,scania.se,"Vi skräddarsyr våra fordon och tjänster för att möta det unika behovet för just din verksamhet. Scanias lastbilar har vunnit flera branschtester för den fantastiska komforten, bästa köregenskaperna och inte minst – den rekordlåga bränsleförbrukningen. Upplev vårt breda utbud av motorer med förnybara bränslen och hållbara transporter.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/21478/Screenshot-2025-04-01-at-11.12.54.png,,,,1,my.ai.se,,55,2025-11-11 22:27:30,5560514621,Scania Sverige Aktiebolag,,BOX 900,127 29,STOCKHOLM,0181,Södertälje,,,34,9,500-999 anställda,1,Är verksam,49,Övriga aktiebolag,1990-06-25,1972-01-01,45191,"Handel med lastbilar, bussar och specialfordon",45201,Allmän service och reparation av motorfordon utom motorcyklar,2024,11,5 000 000 - 9 999 999 tkr,0107066000,info.sverige@scania.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Automotive,,,
1526,McKinsey,corporation,https://www.mckinsey.com,"We accelerate sustainable and inclusive growth Our clients are always pushing forward. Testing. Challenging. Striving for the change that changes everything. We partner with bold leaders every step of the way. Pinpointing the strategy that will reshape tomorrow. Harnessing innovation to reach net zero. Transforming through technology. Developing skills and capabilities across their organization. Together we’re accelerating toward a more sustainable, inclusive, and growing future for all.",UTLANDET,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6703/McKInsey.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,5020915566,"MCKINSEY & COMPANY, INC",,"JEFF NITEKMAN 711 THIRD AVENUE, 4TH FLOOR NEW YORK, NY 10017",,UTLANDET,9999,Ej svensk hemortskommun,,,1,1,0 anställda,1,Är verksam,96,Utländska juridiska personer,2022-09-19,2022-09-19,70220,Konsultverksamhet avseende företags organisation,,,,0,,,,0,Har aldrig varit registrerad som arbetsgivare,0,Har aldrig varit registrerad för moms,N,,Management & Leadership,,
1529,Hogia,corporation,https://www.hogia.se,"Branschkunskap För att kunna hjälpa våra kunder på bästa sätt har vi försäkrat oss om att vi har djup kunskap om de utmaningar som finns inom olika branscher. Därför är Hogia en bred organisation med många mindre bolag, som alla fokuserar på en specifik bransch. Det framhåller vi gärna, för vi vet att det är en unik tillgång som våra kunder värdesätter. Vi är inte som andra leverantörer. Parallellt med utvecklingen av administrativa programvaror har vi en verksamhet som helt fokuserar på IT-lösningar inom transportbranschen. Vi utvecklar systemstöd för både person- och godstransporter och är ledande i Europa inom informationssystem för kollektivtrafik. Långsiktighet Tanken om långsiktighet färgar allt vi gör. Vårt löfte till våra kunder och medarbetare är att finnas till hands under lång tid framöver. För att försäkra oss om att vi har de lösningar och de kunskaper som våra kunder efterfrågar i dag och i morgon, återinvesterar vi merparten av vinsten för att utveckla våra produkter och vår personal. Vi vill växa. Vi har en ny och egenutvecklad teknisk plattform, Hogia Star, för våra molnbaserade produkter. Med Hogia Star som grund kan vi leverera väl testade och integrerade helhetslösningar, med hög kvalitet och tillgänglighet, och i den takt som marknaden efterfrågar.",STENUNGSUND,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/6854/Hogia-logo.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,5561088039,HOGIA AKTIEBOLAG,,BOX 900,444 28,STENUNGSUND,1415,Stenungsund,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,1978-01-01,1972-01-01,70100,Verksamheter som utövas av huvudkontor,,,2024,6,20 000 - 49 999 tkr,030366600,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,,,
