id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,has_scb_enrichment,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import,sectors,domains,ai_capabilities,dimensions
1227,Oterlu,startup,https://www.oterlu.com,"Oterlu detects and removes unwanted behavior from chats, forums and other user-generated text. We have created a sophisticated AI and analytics platform that enables you to make smart decisions on how to tackle abusive behaviour. Try out our AI-technology for free through, Discord - https://oterlu.com/discord-bot API - https://signup.oterlu.com/ (Documentation: https://api-docs.oterlu.com/ ) How we work: Your own custom AI model Our AI model is easy to customize to fit exactly your community and your policies. You have full control over what behaviour is acceptable and what is not on your platform. Take targeted action Our web tool empowers you to move from a reactive workflow to being proactive in your day-to-day work. We provide you with analytics distilled to actionable insights. Expert consultation Through our industry expertise from the likes of Google we provide you with expert guidance on how our service can bring the maximal benefit to your community.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1963/oterlu_logo.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,Customer Service & Support,,
1228,University of Gothenburg,academia,https://www.gu.se,"The University of Gothenburg is a multidisciplinary university that dates back to 1891. We consist of eight faculties and 38 departments. We also have a large number of research and centres of expertise that span across several academic disciplines. These disciplines serve as a meeting point for students, researchers and representatives from the commercial, industrial, and public sectors. Around 49 000 students and 6 000 staff study and work here, making us one of the largest universities in Northern Europe.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1974/LO_GUeng_CMYK_flag.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research,"Accounting & Finance, Research & Development, IT & Software, Legal & Compliance, Management & Leadership, Marketing & Communications, Operations, Human Resources, Sales, Innovation",,"Usecases & Inspiration, Ecosystem & Partners, Competence & Expertise, Organization, Technology, Vision & Strategy, Data"
1231,Childhood - Stella Polaris,ngo,https://childhood.org/stella-polaris/,"Stella Polaris is a Swedish hub where children's rights and artificial intelligence (AI) meet with the aim of coordinating, encouraging and intensifying AI-related initiatives to combat child sexual abuse. By bringing together actors with different competences, we accelerate the development and application of concrete AI solutions. Stella Polaris is part of World Childhood Foundation and funded by the Swedish Postcode Lottery.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2011/childhoodLogoSquare.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Child Protection,,"Usecases & Inspiration, Ecosystem & Partners, Competence & Expertise, Vision & Strategy"
1232,Softrobot Sweden AB,supplier,https://softrobot.io,“Let your data work for you.”,UPPSALA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/21787/sofrtrobot-symbol-black-RGB.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,1,5592905961,SoftRobot Sweden AB,,SKOLGATAN 6,753 11,UPPSALA,0380,Uppsala,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2020-12-28,2020-12-21,58290,Utgivning av annan programvara,62010,Dataprogrammering,2024,3,1 000 - 4 999 tkr,,jan.lundqvist@softrobot.io,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Civil Society, Financial, Healthcare & Life Sciences, Information Technology, Municipality, Consulting & Advisory, Authority & Agency, Manufacturing, Transportation & Logistics, Region, Real Estate","Administration, Accounting & Finance, Research & Development, Purchasing & Procurement, IT & Software, Legal & Compliance, Customer Service & Support, Operations, Human Resources, Production, Social Services, Traffic & Infrastructure, Education & Learning, Innovation",,"Usecases & Inspiration, Execution, Competence & Expertise, Technology"
1233,Neurolearn,startup,https://www.neurolearn.se,Neurolearn is a deep-tech company that offers cutting-edge machine learning platforms. We co-create tailored high value systems together with out clients. Our solutions are based on the latest research in the deep learning field.,KARLSKOGA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2096/logo-color@3x.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5590837034,Neurolearn AB,KARLSKOGA AUTOMATION AB,BOX 2,691 21,KARLSKOGA,1880,Örebro,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2017-04-04,2016-11-08,62010,Dataprogrammering,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,2024,3,1 000 - 4 999 tkr,,dennis.ornebjar@neurolearn.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Manufacturing,Production,,Competence & Expertise
1234,Region Dalarna,publicsector,https://www.regiondalarna.se,"Vår vision är en god hälsa genom trygghet, kvalitet och hållbar utveckling nära invånarna i Dalarna. Vi ansvarar för hälso- och sjukvård, tandvård, kollektivtrafik, hjälpmedel, folkhögskolor och arbetar med folkbildning, forskning, folkhälsa och kultur. Vi arbetar också med utvecklingsfrågor inom infrastruktur, näringsliv, arbetsmarknad och miljö. Region Dalarna är landets fjärde största region till ytan (28 183 km² eller 6 procent av Sveriges yta, i storlek med Belgien). I Dalarna bor 3 procent (281 046) av Sveriges befolkning. Region Dalarna är länets största arbetsgivare med drygt 8 900 medarbetare. Falu lasarett är länets största arbetsplats med cirka 3 600 medarbetare. I Dalarna jobbar var femte löntagare inom vård och omsorg (var tredje kvinnlig löntagare).",FALUN,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2133/logo_platta_farg.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,79129,FALUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Region",,,
1235,Turbotic,startup,http://www.turbotic.com,"Turbotic - Built to orchestrate your Intelligent Automation With Turbotic, we put you in the driver's seat of your Intelligent Automationtransformation and help you avoid common pitfalls. Turbotic is a platform for the automation center of excellencies, helping them run projects across the end-to-end Intelligent Automation. Turbotic helps your organization/Center of Excellence: • Uncover automation possibilities• Increased compliance when implementing solutions• Orchestrate and manage all leading RPA vendors in one single interface• Decrease operational costs• Follow-up on KPI:s and measure value (ROI) of automation solutions Capture the total value of Intelligent Automation now, with Turbotic.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2154/color_logo_with_tagline-1.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,1,5592620677,Turbotic AB,,GÄVLEGATAN 16,113 30,STOCKHOLM,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2020-09-07,2020-07-06,63110,"Databehandling, hosting o.d.",,,2024,4,5 000 - 9 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,Operations,,
1238,Governo AB,supplier,https://governo.se/,"Governo is a management consulting company based in Stockholm, Sweden with a vision of an attractive society and a public sector that drives development rather than follows it. That’s why Governo actively contributes, in close collaboration with our customers, to the development of the Swedish public sector. Governo gives drive to a public sector in development by creating context-made solutions for our customers and our services include organization, governance, strategy, management, innovation, analysis, AI and digitalization.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2226/Governologga-guld-frilagd-större.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,1,5567863542,Governo AB,CAROLINE ANDERSSON,REPSLAGARGATAN 17 B,118 46,STOCKHOLM,0180,Stockholm,,,1,5,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2009-09-01,2009-07-28,70220,Konsultverksamhet avseende företags organisation,,,2024,6,20 000 - 49 999 tkr,0734232209,caroline.andersson@governo.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,"Management & Leadership, Innovation",,
1239,Region Kronoberg,publicsector,https://www.regionkronoberg.se/,"Vårt uppdrag är att främja hälsa, hållbarhet och tillväxt i Kronoberg. Vår vision är ett gott liv i ett livskraftigt Kronoberg. Det ska vara attraktivt att bo, arbeta och leva i vårt län.",VÄXJÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2240/region-kronoberg_logo.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,0,,,REGION KRONOBERG,,35231,VÄXJÖ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Region",,,
1240,Bolagsverket,publicsector,https://www.bolagsverket.se/,"Bolagsverket ska skapa förutsättningar för ett näringsliv där man kan lita på varandra. Kärnan i vårt uppdrag är att kvalitetssäkra och tillhandahålla företagsinformation, som skapar värde för samhället. Bolagsverket registrerar företag och ändringar i företag samt tar emot årsredovisningar. Hos oss kan du också köpa och söka företagsfakta från våra register. I samverkan med andra aktörer bidrar vi till en enklare vardag för företag och företagande. Att starta ett företag ska vara enkelt, det ska gå snabbt och det ska bli rätt. Därför erbjuder vi information och digitala tjänster som ska hjälpa företagare. På verksamt.se kan du läsa om hur det går till att starta och driva företag och skicka in en anmälan om att starta företag. Du som redan är företagare kan exempelvis i vår app se aktuella uppgifter om ditt företag, hålla koll på vad som händer i företaget, anmäla ny adress och ladda ner ditt registreringsbevis eller årsredovisning. Snabbt, enkelt och kostnadsfritt! Vår AI-hubb är ett team som stöttar och leder Bolagsverkets AI-satsning.",SUNDSVALL,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2310/bolagsverket.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,85181,SUNDSVALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,,,
1241,Women in AI,ngo,https://www.womeninai.co/,"Women in AI (WAI) is a nonprofit do-tank working towards shaping inclusive AI that benefits global society. This goal is reached by spreading knowledge using educational aims, conducting research, organizing events, and blogging. The community consists of 8,849 members and roughly 200 volunteers from 140 different countries. Join Women in AI by clicking here.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2327/wai_logo_black.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,,,"Usecases & Inspiration, Culture & Mindset, Technology, Vision & Strategy"
1242,Scaleout Systems,startup,https://www.scaleoutsystems.com/,"Scaleout’s mission is to enable its customers to develop machine learning solutions without compromising on data ownership and privacy. We do this by developing a platform for decentralized machine learning based on privacy-preserving federated learning technologies. Platform / technology Our platform is based on federated learning and enables development of edge-native, privacy-preserving AI solutions. The platform includes the open source federated learning framework FEDn which is available for experimentation in AI Sweden EdgeLab. We also develop STACKn, a cloud-native machine learning framework based on leading open source MLOps tools to help organizations bring the tools to data, instead of data to the tools. R&D Services We engage as a strategic R&D and technology partner in your efforts to develop AI solutions for an increasingly distributed and decentralized future. About Scaleout Scaleout is a spinoff from the Department of Information Technology at Uppsala University. The founding team is made up of veterans in machine learning, cloud architecture, software engineering, blockchain technology and entrepreneurship with extensive experience from both the industry and leading academic research in applied AI.",UPPSALA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2334/scaleout-icon-2.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,1,5590956438,Scaleout Systems AB,,KUNGSGATAN 12,753 32,UPPSALA,0380,Uppsala,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2017-01-31,2017-01-10,62020,Datakonsultverksamhet,,,2024,3,1 000 - 4 999 tkr,,info@scaleoutsystems.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Research, Information Technology","Research & Development, Engineering, Innovation",,"Competence & Expertise, Technology, Vision & Strategy"
1243,Wavr Tech AB (publ),startup,https://www.wavr.com,Empowering our clients with digitized knowledge for enhancing health and safety. Wavr Tech develops technology that maps and predictshuman motion. State-of-the-art body sensor networksand real-time analysis powered by AI enable Wavr Tech’scustomers to proactively create a safer and healthier workenvironment for their employees.,GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2331/wavr_logo_2048x2048.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,41251,GÖTEBORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Information Technology","Research & Development, Sustainability / Ethics / CSR, IT & Software, Sales",,"Usecases & Inspiration, Ecosystem & Partners, Technology, Data"
1244,Digital Forensics Sweden  (Digital Forensics Competence Centre),network,https://www.digital-forensics.se,"DIGITAL FORENSICS SWEDEN is the formation of a cross-organizational network, a competence center with a national reach, operating in a global context. The center is originating from Linköping where it is also headquartered.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2404/Icon-DF-pos-512x512.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,IT & Software,,Competence & Expertise
1245,atNorth,corporation,https://atnorth.com/,"atNorth supports businesses in getting their AI/ML and HPC projects off the ground. We provide insight into managing and running the hardware infrastructure and underlying data center operations. We help our customers choose and validate the best fit hardware and sourcing solution, whether still in PoC or going into live production. We also provide advanced colocation services that help companies leverage the best costs for their heavy IT applications and data storage. “We help our customers push the boundaries of compute solutions; attaining increased efficiency and performance with a lower environmental impact.”",KISTA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2421/atnorth.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,1,5591471395,atNorth AB,,ESBOGATAN 4,164 74,KISTA,0180,Stockholm,,,1,6,50-99 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-27,2018-02-06,63110,"Databehandling, hosting o.d.",,,2024,8,100 000 - 499 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Retail, Energy, Financial, Automotive, Research, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Authority & Agency, Travel & Tourism, Space, Forestry & Wood, Telecommunications, Manufacturing, Transportation & Logistics, Education, Media, Region",,,
1246,Spotscale AB,startup,,"Spotscale produces high-resolution 3D models of your existing buildings so that you can inspect, analyze and work on them online with others from any location.",LINKÖPING,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2459/Spotscale-logo-2020-bigger.jpg,,,,1,my.ai.se,,40,2025-10-15 16:50:01,1,5566314463,Spotscale AB,,STORGATAN 42,582 23,LINKÖPING,0580,Linköping,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2003-02-04,2002-10-01,62010,Dataprogrammering,62020,Datakonsultverksamhet,2024,3,1 000 - 4 999 tkr,,info@spotscale.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,,,"Usecases & Inspiration, Competence & Expertise"
1247,UiPath AB,corporation,http://www.uipath.com,"Automate end-to-end and become a fully automated enterprise™ with the UiPath Platform Discover and manage every automation opportunity with full transparency and control Empower everyone to build and engage with automation to capture benefits across the enterprise Automate more processes, faster, with drag-and-drop AI and ready-to-go templates Get the governance, security, scalability, and performance your enterprise requires",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2484/Uipath.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5591640932,UiPath AB,UNITED SPACES STOCKHOLM AB,BOX 190,101 23,STOCKHOLM,0180,Stockholm,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2018-12-04,2018-07-10,70210,PR och kommunikation,,,2024,7,50 000 - 99 999 tkr,,sweden@uipath.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,"Child Protection, Accounting & Finance, Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Legal & Compliance, Customer Service & Support, Management & Leadership, Marketing & Communications, Operations, Human Resources, Production, Sales, Engineering, Innovation",,"Usecases & Inspiration, Execution, Competence & Expertise, Organization, Technology, Vision & Strategy, Data"
1248,data courage,supplier,https://datacourage.com/,"Creating AI Solutions for Business. Over 15 years in Data Analytics for Business. Covered projects for over 600 companies in 30 countries. Customer Intelligence Demand Forecasting Social Media Intelligence -- Founded in 2007, Data Courage is located in Wroclaw, Poland’s IT capital. We are an enthusiastic team and experts in the latest solutions for analytics, reporting and business intelligence. We are devoted to providing customers access to their data in a quick an easy way. Our clients are small, medium and large companies in more than 30 countries. Consulting, Implementation, Customer Support, Training, Data Science, Predictive Analytics & Machine Learning, Data Modelling and Processes Digitalization – this is only a small part of what we do. Don't hesitate to contact our Managing Director at Data Courage Kamil Karbowiak.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4772/Data-Courage-logo--light-backgroung-3.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accounting & Finance, Customer Service & Support, Marketing & Communications",,
1250,MIT - Massachusetts Institute of Technology,academia,https://web.mit.edu,"Founded to accelerate the nation’s industrial revolution, MIT is profoundly American. With ingenuity and drive, our graduates have invented fundamental technologies, launched new industries, and created millions of American jobs. At the same time, and without the slightest sense of contradiction, MIT is profoundly global. Our community gains tremendous strength as a magnet for talent from around the world. Through teaching, research, and innovation, MIT’s exceptional community pursues its mission of service to the nation and the world.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2517/MIT-Logo.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
1252,IT-högskolan,academia,https://www.iths.se/,Occupational school (yrkeshögskola) within IT area. IT-Högskolan är en tydligt profilerad högskola inom data och IT med nära branschkontakter. Vi finns i Stockholm och Göteborg samt erbjuder även smidig IT-distansutbildning.,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4770/Screen-Shot-2022-12-12-at-12.14.30.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
1254,DataForce by TransPerfect,corporation,https://www.transperfect.com/dataforce,"SCALABLE AND SECURE DATA COLLECTION AND ANNOTATION Bridge AI technologies with a diverse network of over 1 million data contributors, scientists, and engineers.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2546/DataForce_Icon.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Competence & Expertise, Technology, Data"
1255,Swiftly,startup,https://www.swiftly.one/,World's 1st AI platform that uses graph technology that applies for Jobs and monitors the market 24/7. Welcome to the new age.,FJÄRDHUNDRA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4760/63776aad15fcfe4aa70abfe0_icon.png,,,,1,my.ai.se,,65,2025-10-15 16:50:01,1,5569082034,Swiftly AB,,SIMTUNA KOBY 8,749 71,FJÄRDHUNDRA,0381,Enköping,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2012-12-11,2012-11-06,58290,Utgivning av annan programvara,47914,Postorderhandel och detaljhandel på Internet med datorer och annan elektronisk utrustning,2024,3,1 000 - 4 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,Human Resources,,Data
1257,Kaspian,startup,https://kaspian.ai/,We are working towards a future in which all organizational knowledge is mapped and all gaps visible,ROSERSBERG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2569/kaspian_blue.png,,,,1,my.ai.se,,65,2025-10-15 16:50:01,1,5594973132,Kaspian Tak AB,,GÖRAN HAMMARSJÖS VÄG 6 B,195 72,ROSERSBERG,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2024-09-30,2024-09-23,43210,Elinstallationer,43221,Värme- och sanitetsarbeten,2024,0,< 1 tkr,,info@kaspiantak.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Financial, Information Technology","Management & Leadership, Operations, Sales, Innovation",,"Usecases & Inspiration, Execution, Organization, Technology, Vision & Strategy, Data"
1260,Data Wealth,supplier,https://www.data-wealth.com/,,LUND,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2590/dw.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,1,5592314164,Data Wealth AB,MAX LEANDER,ARKIVGATAN 7 F,223 59,LUND,1281,Lund,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2019-12-23,2019-12-16,62010,Dataprogrammering,,,2024,3,1 000 - 4 999 tkr,,max.leander@data-wealth.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Retail, Research, Information Technology, Media","Research & Development, IT & Software, Engineering",,"Technology, Vision & Strategy, Data"
1261,Lynchburg Collective,supplier,https://lynchburgcollective.com,"Where different makes the difference! We’re a collab. Coming together, a collection of experienced - and exceptionally curious - individuals. Are we software misfits? Probably. But whatever, because from front to back, we’ve got every end covered.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2629/Lynchburg_logo.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5591557540,Lynchburg Collective AB,,VALLGATAN 4 A,411 16,GÖTEBORG,1480,Göteborg,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2018-04-24,2018-04-17,62020,Datakonsultverksamhet,,,2024,4,5 000 - 9 999 tkr,,Kalle@youniconstudio.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Energy, Automotive, Research, Information Technology, Manufacturing, Education","IT & Software, Production, Engineering",,"Technology, Data"
1263,Meta AI (Facebook),corporation,https://ai.facebook.com,Bringing the world closer together by advancing AI,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2627/Screenshot-2022-05-05-at-13.26.07.png,,,,1,my.ai.se,,50,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,,,
1264,Municipality of Simrishamn,publicsector,https://www.simrishamn.se/,Vi ligger i framkant när det gäller tekniska lösningar och att använda robotar som hjälpmedel i vårt dagliga arbete inom stöd och omsorg.,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4756/Simrishamns-kommun.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipality,,,
1265,Semcon,supplier,https://semcon.com/offerings/ai/,"Semcon is an international technology company with more than 2,000 employees in seven different countries. We help our customers in transforming technology into excellent user experiences by uniting premium physical and digital solutions. At Semcon, we put people before technology. Technology has no intrinsic value – what it gives to people is what makes it valuable. This is applicable to AI solutions as well. We always have to start with human needs if we are to develop relevant products. And as Semcon was an early adopter of machine learning (ML) and deep learning (DL), we now have broad expertise and experience in the field. We have developed a number of advanced solutions for image processing and classification of objects from both camera and LIDAR sensors as part of our automotive AI projects.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2684/Semcon-Profile-Square.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,1,5565399549,SEMCON AKTIEBOLAG,,,417 80,GÖTEBORG,1480,Göteborg,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,1997-11-05,1997-03-12,70220,Konsultverksamhet avseende företags organisation,,,2024,6,20 000 - 49 999 tkr,0317210000,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Retail, Energy, Automotive, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Telecommunications, Manufacturing, Transportation & Logistics","Research & Development, Sustainability / Ethics / CSR, IT & Software, Management & Leadership, Operations, Production, Engineering, Innovation",,
1266,BootstrapLabs,corporation,https://bootstraplabs.com/,"Applied AI venture capital. BootstrapLabs, a leading Silicon Valley based venture capital firm focused on Applied Artificial Intelligence, and the first VC firm to focus solely on AI since 2015 - with over 30 investments in AI first companies and today investing from the 3rd AI focused seed fund ($115M).",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4752/Bootstraplabs_logo.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial,,,
1267,Kista Science City AB,network,https://kista.com,"Kista Science City Future. Today. Here we work to create a sustainable future with the help of technology. With on this journey we have innovative companies, academia, public organizations and citizens.",KISTA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2791/KSC_avatar_orange_vit.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,16425,KISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,"IT & Software, Innovation",,Ecosystem & Partners
1268,Sensative AB,corporation,https://sensative.com,"Sensative AB is a technology company that leverages the Internet of Things (IoT) for cities and commercial property markets, empowering organizations with smart technology and advancing digitalization. Sensative has two business areas: sensors in the iconic Strips form factor, and Yggio, the leading DiMS (Digitizing infrastructure Management System) platform. Yggio, designed to be an industry standard for any domain, simplifies digitalization, enabling customers to develop comprehensive IoT operations that leverage data collection to prioritize organizational efficiency, data ownership, scalability, and performance. Sensative was awarded the Frost & Sullivan award as the most innovative IoT company in Europe in 2021.",LUND,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2795/sensative-logo-square.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,1,5569224644,Sensative AB,"OIL, OPEN IOT LABS",MOBILVÄGEN 10,223 62,LUND,1281,Lund,,,1,5,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2013-07-09,2013-02-19,74101,Industri- och produktdesignverksamhet,26400,Tillverkning av hemelektronik,2024,6,20 000 - 49 999 tkr,,mats.pettersson@sensative.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,IT & Software,,Technology
1269,Google Cloud,corporation,https://cloud.google.com,"Build what’s next. Better software. Faster. Use Google's core infrastructure, data analytics, and machine learning Secure and fully featured for all enterprises Committed to open source and industry-leading price-performance",UTLANDET,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2820/social-icon-google-cloud-1200-630.png,Google,,,1,my.ai.se,,80,2025-10-15 16:50:01,1,5020886775,GOOGLE CLOUD EMEA LIMITED,,"VELASCO, CLANWILLIAM PLACE DUBLIN 2",,UTLANDET,9999,Ej svensk hemortskommun,,,1,1,0 anställda,1,Är verksam,96,Utländska juridiska personer,2021-11-22,2021-11-22,63110,"Databehandling, hosting o.d.",,,,0,,,,0,Har aldrig varit registrerad som arbetsgivare,0,Har aldrig varit registrerad för moms,N,Information Technology,Innovation,,
1270,Region Uppsala,publicsector,,"Region Uppsala är en politiskt styrd organisation som ansvarar för hälso- och sjukvård, kollektivtrafik, kultur samt för regional utveckling. Tillsammans arbetar vi med länets kommuner, högskolor, näringsliv och andra aktörer för att skapa de bästa förutsättningarna för dess invånare.",UPPSALA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/2839/RegionUppsala.Logo.CMYK.Liljerod.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,0,,,,,75125,UPPSALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare & Life Sciences,,,
